Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2021-05-01 0:00:00,57790.66,57790.66,57633.39,57634.77,0.93,53604.73,57702.98
2021-05-01 0:01:00,57632.69,57633.91,57555,57633.91,5.71,329076.26,57585.39
2021-05-01 0:02:00,57679.09,57784.81,57679.09,57784.81,13.92,803938.57,57742.58
2021-05-01 0:03:00,57784.81,57817.2,57775.82,57793.39,0.58,33782.58,57790.8
2021-05-01 0:04:00,57769.1,57871.27,57769.1,57864.17,10.77,623147.37,57841.01
2021-05-01 0:05:00,57866.36,57930.13,57866.36,57878.68,5.37,310842.7,57888.6
2021-05-01 0:06:00,57887.66,57907.15,57820.92,57863.06,28.84,1669207.57,57871.16
2021-05-01 0:07:00,57897.54,57922,57849.05,57885.26,3.49,202006.01,57885.27
2021-05-01 0:08:00,57889.02,57960.02,57885.26,57950,13.49,781131.02,57919.44
2021-05-01 0:09:00,57950,58003.03,57950,57962.33,5.98,346460.45,57969.44
2021-05-01 0:10:00,57949.78,58100,57939.25,58070.24,42.55,2470842.39,58068.18
2021-05-01 0:11:00,58090.61,58107.46,57991.69,58049.46,10.61,615942.34,58057.31
2021-05-01 0:12:00,58044.88,58107.46,58034.56,58097.48,5.01,290734.25,58079.56
2021-05-01 0:13:00,58105.36,58176.46,58033.98,58033.98,8.5,494107.49,58118.73
2021-05-01 0:14:00,58036.72,58083.67,58020.16,58069.07,1.55,89764.13,58057.63
2021-05-01 0:15:00,58071.69,58071.69,57905,57912.83,3.76,217888.54,57940.03
2021-05-01 0:16:00,57930.14,58015.73,57927,57945.72,5.97,345817.67,57958.62
2021-05-01 0:17:00,57956.2,58049.46,57956.2,58030.72,1.03,60014.01,57998.61
2021-05-01 0:18:00,58031.92,58124,58031.92,58105.63,2.94,170595.09,58099.8
2021-05-01 0:19:00,58105.63,58180.2,58100.62,58171.52,2.95,171541.26,58150.22
2021-05-01 0:20:00,58175.65,58198.69,58115,58115,4.93,286542.96,58152.5
2021-05-01 0:21:00,58099.93,58130.38,58093.69,58105,1.09,63092.32,58103.12
2021-05-01 0:22:00,58100.29,58145.76,58061.25,58092.99,3.67,213331.48,58121.9
2021-05-01 0:23:00,58066.25,58117.37,58066.25,58109.86,1.23,71345.43,58089.74
2021-05-01 0:24:00,58129.53,58139.32,58086.37,58097.17,1.27,73964.57,58115.35
2021-05-01 0:25:00,58097.17,58112.32,58047.44,58052.61,2.74,159183.15,58062.9
2021-05-01 0:26:00,58043.03,58065.21,58008.32,58065.21,0.32,18666.13,58043.48
2021-05-01 0:27:00,58065.5,58159.12,58065.5,58159.12,1.69,98381.24,58118.65
2021-05-01 0:28:00,58143.79,58151.05,58052.25,58106,5.48,318654.54,58119.8
2021-05-01 0:29:00,58094.08,58136.26,58093.83,58136.26,2.65,154068.7,58105.27
2021-05-01 0:30:00,58131.94,58138.76,58102.23,58111.67,0.45,26361.33,58120.15
2021-05-01 0:31:00,58111.67,58129.03,58053.11,58053.11,0.35,20082.87,58101.89
2021-05-01 0:32:00,58048,58048,58006.16,58021.51,0.42,24254.62,58024.2
2021-05-01 0:33:00,58024.48,58024.48,57999.99,57999.99,0.49,28687.53,58012.45
2021-05-01 0:34:00,57979.94,57987.82,57959.63,57974.31,0.27,15612.3,57978.93
2021-05-01 0:35:00,57981.73,58037.6,57955.8,57988.06,2.86,166091.07,57983.64
2021-05-01 0:36:00,57982.61,57989.43,57966.35,57975.7,2.52,146277.8,57978.81
