Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2021-04-20 20:08:00,56507.51,56507.51,56460.58,56487.59,1.52,85691.44,56477.01
2021-04-20 20:09:00,56499.1,56578.17,56497.92,56508.36,2.81,158865.61,56561.44
2021-04-20 20:10:00,56503.24,56571.35,56503.24,56511.64,4.54,256528.2,56517.66
2021-04-20 20:11:00,56511.64,56514.79,56467.45,56484.51,10.78,608796.07,56493.87
2021-04-20 20:12:00,56468.58,56567.77,56468.57,56560.98,2.46,139332.47,56527.64
2021-04-20 20:13:00,56560.98,56588.69,56524.43,56557.61,5.33,301475.27,56565.84
2021-04-20 20:14:00,56557.61,56629.7,56527.11,56602.82,9.47,535924.9,56584.52
2021-04-20 20:15:00,56610.52,56640.93,56577.18,56597.47,5.18,293223.45,56600.55
2021-04-20 20:16:00,56597.47,56733.9,56575.3,56691.33,17.34,982880.5,56685.73
2021-04-20 20:17:00,56693.93,56792.71,56676.28,56792.71,4.16,235973.28,56733.15
2021-04-20 20:18:00,56770.87,56849.95,56770.86,56833.25,13.48,765624.65,56813.13
2021-04-20 20:19:00,56817.56,56950.32,56817.56,56929.28,8.92,507617.94,56880.34
2021-04-20 20:20:00,56938.8,56947.79,56909.5,56910.45,2.18,123896.43,56929.22
2021-04-20 20:21:00,56910.45,56976.74,56884.05,56955.45,9.16,521767.07,56945.67
2021-04-20 20:22:00,56955.45,56980,56870.08,56948.06,3.27,186100.53,56915.06
2021-04-20 20:23:00,56969.63,56980,56928.34,56934.1,0.69,39023.93,56950.87
2021-04-20 20:24:00,56934.1,56960.39,56891.43,56960.12,14.66,834731.66,56926.57
2021-04-20 20:25:00,56958.97,57033.11,56927.25,56980.42,17.11,974796.51,56978.24
2021-04-20 20:26:00,56967.8,56967.8,56829.72,56829.72,2.97,169155.8,56921.34
2021-04-20 20:27:00,56848.78,56854.47,56705.15,56709.46,3.62,205699.05,56794.38
2021-04-20 20:28:00,56715.85,56909.52,56702.73,56909.52,5.95,338373.44,56845.35
2021-04-20 20:29:00,56955.88,56978.76,56914.51,56971.64,7.67,436898.65,56946.41
2021-04-20 20:30:00,56948.83,57003.49,56928.85,57000.37,2.48,141487.73,56988.69
2021-04-20 20:31:00,57010,57048.3,56951.37,57048.3,14.5,826439.11,57014.46
2021-04-20 20:32:00,57003.68,57031.51,56879.1,57008.8,4.7,267705.72,56931.75
2021-04-20 20:33:00,57000.86,57049.52,56973.04,56998.08,2.32,132421.68,57012.34
2021-04-20 20:34:00,56997.32,57025.7,56917.91,56994.46,7.79,443781.2,56963.22
2021-04-20 20:35:00,57005.13,57116.15,56983.36,57027.84,13.13,749751.03,57090.12
2021-04-20 20:36:00,57044.05,57116.57,56999.1,57012.89,3.2,182567.37,57064.63
2021-04-20 20:37:00,57040.86,57046.79,56966.37,56987.6,3.69,210363.16,57025.98
2021-04-20 20:38:00,56987.6,56999.06,56926.17,56946.99,1.04,59002.78,56939.07
2021-04-20 20:39:00,56941.16,56941.16,56881.4,56898.2,0.44,24974.79,56907.04
2021-04-20 20:40:00,56874.84,56895.46,56813.51,56859.12,1.79,101956.99,56836.75
2021-04-20 20:41:00,56825.12,56825.15,56750.77,56806.67,0.72,40843.02,56772.89
